"","V1"
"FCRL6",0.1754
"METTL23",12.1735
"SLC26A11",5.77
"HIGD1A",14.3751
"CHRM2",0
"OR52N4",0.6132
"MAPK15",2.9691
"EHMT1",3.5265
"ADIPOQ",0.0189
"F2R",12.1918
"ZNF707",3.2539
"MUC16",0.0524
"NPM1",115.1874
"PJA1",6.7475
"DHTKD1",6.3248
"PENK",0.1282
"C4orf50",0.0278
"H2AW",11.9289
"ZNF746",2.9632
"POLR2A",36.8034
"TMEM132C",0.0246
"SLC25A41",0.1898
"TLCD5",2.4517
"OR5AK2",0
"FRAT2",11.4623
"TMEM102",1.6762
"TMEM132E",0.0711
"ZNF322",0.8627
"NME9",0.0464
"SPEM1",0
"HEPHL1",0.2574
"LRRC75A",0.6704
"OR5M8",0
"CCL13",0.169
"CFAP65",0.0264
"DDX60L",5.6649
"SYNE4",11.0757
"OGFOD3",4.4611
"WASHC1",2.7779
"UTS2R",0.0399
"AATK",0.2494
"DDN",0.0365
"SAGE1",0
"ZNF467",12.85
"SOX2",0.2215
"ZNF678",2.1689
"TMEM45A",5.7796
"RAP2B",5.24
"ZBTB2",14.2165
"RNF135",21.8165
"OR6T1",0.0319
"ACBD4",1.3032
"OR8D4",0
"SGSH",5.9283
"MAB21L2",0.041
"FANCB",0.3291
"EDDM3B",0
"SETD2",9.6607
"EDDM3A",0
"TMIE",0.0805
"MEX3D",21.3234
"OR52D1",0.0163
"MRPS23",11.4158
"OR52H1",0
"FDCSP",0.4067
"GPR135",0.3459
"SLX1B",0.0283
"ANKRD62",0.0108
"P2RY13",0.1132
"TNFSF15",1.5076
"ZFP41",2.768
"PHLDA2",14.4964
"ATG9B",0.2177
"GPR88",0.0797
"ZNF875",6.3443
"PLAG1",0.0422
"OR8H1",0
"OR5T1",0
"YIPF6",8.987
"OR5T2",0
"ZBTB20",0.0646
"OR2Z1",0
"DIPK2A",3.7272
"MACIR",15.6776
"OR8K5",0
"AMIGO1",3.4195
"OR8H3",0
"OR8H2",0
"GPR3",0.6265
"TMEM252",0.0138
"ODF3L2",0.0304
"OR5AS1",0
"ACTL9",0
"SIAH2",38.8063
"COPG1",98.1282
"ADGRB1",0.6926
"OR6S1",0
"SLC9A9",1.1532
"LSM10",30.5736
"RELL1",4.7081
"RFX7",1.8754
"SLC35C1",18.9722
"TIGIT",0.4282
"RNF41",8.7566
"SLC2A4",0.0522
"FTMT",0
"IBA57",0.6816
"CLDN7",35.7253
"ZNF329",1.5958
"ZNF101",2.1046
"OR4C6",0
"C5orf24",6.1896
"ADO",8.4999
"COA4",33.2622
"OR4P4",0
"PRKAG1",13.9781
"GINS3",1.0893
"OR4C15",0
"OR4A15",0
"OR4A16",0
"OR52K2",0.0326
"NEUROG1",0
"CCDC149",2.361
"MRPS11",5.1472
"SNRPE",92.3161
"RTKN2",0.6019
"PNMA8A",2.6816
"CHST15",6.8325
"ADIG",0
"USH1G",0.0098
"MGAT4C",0
"TRIM49B",0.008
"IDH2",248.856
"OR52A1",0.0053
"OR6B2",0.0117
"TMEM259",19.6442
"GET1",3.1077
"TNRC18",12.1421
"FAM181B",0.0487
"TMEM30B",11.2595
"DEXI",0.1715
"ZNF716",0
"NOP10",180.5351
"FAM89A",1.9618
"KCNIP1",0.0568
"TDRKH",9.4863
"ZNF708",2.2514
"IST1",14.4495
"ERCC6L2",0.6207
"MRPL41",144.6325
"ENPP7",0
"CREB3L2",11.1867
"P2RY8",0.672
"P2RY8",0
"UNC5C",0.4345
"MRGPRG",0
"TSEN54",6.5402
"RGMA",2.0662
"ASB18",0.0031
"UBA7",34.3789
"MRPS16",38.4606
"SHISAL2A",0.0907
"RAD51B",0.9046
"CRYGB",0
"LDOC1",18.3338
"ARL6IP4",0.0063
"EXT1",11.7178
"SHMT2",22.7727
"MOB2",9.9853
"HHIPL1",1.5932
"ATP6AP2",33.3183
"ZAR1",0
"CYB5D1",0
"FAM153B",0.0033
"BACE2",6.8895
"UBE2E2",6.3039
"SYNM",1.6932
"KCNA4",0
"GABRG3",0.0014
"NLRP10",0
"FIGN",0.1224
"IZUMO1",0.0356
"TMIGD1",0.0283
"B4GALNT4",16.9084
"AP1S2",5.6604
"C8orf33",19.4413
"DCAF4L1",0.1329
"SPACA6",1.9701
"MBD3L3",0
"ZSCAN22",1.4085
"KCNJ14",0.4189
"FBXL6",12.4525
"C1S",83.284
"GLTPD2",0.1286
"KIAA2012",0.0524
"PRAMEF8",0
"LIPF",0.0741
"OR5P3",0
"DAOA",0
"ZNF804B",0
"KBTBD3",1.1014
"YBEY",6.4458
"CLN8",0.5104
"PLCXD1",0.883
"PLCXD1",0
"NXPH4",2.9021
"CACNB4",0.0097
"IFNL1",3.2757
"TRAPPC6B",0.5524
"PGBD4",0.4081
"CDY2A",0
"NPLOC4",12.7695
"OTOL1",0
"KCNK4",0
"TEX19",0.0719
"TSHZ2",0.4585
"CAPN12",0.0058
"EXOC7",2.2603
"KPNA2",29.9577
"WASH6P",1.3593
"WASH6P",0
"XKRX",0.2939
"BGN",546.6132
"CEP97",1.2921
"LHFPL1",0.1788
"FES",3.0622
"GLRX5",24.7861
"FAM104B",9.6995
"TBPL2",0.0578
"CAV3",0.0089
"MXRA7",6.7697
"LIMK2",23.0724
"MFSD5",24.2074
"RNASE10",0.029
"ADI1",11.4209
"RWDD4",3.2263
"SPNS3",0.0715
"CLEC4G",0
"SATB1",1.5264
"NXPH3",0.7005
"CSF1R",4.6787
"EPHB3",41.8544
"VCX",0.0165
"ACTL10",0.0429
"EPGN",0.4217
"KRTAP11-1",0
"SNORC",0.4373
"HS3ST4",0
"TRAK1",5.3007
"TSPAN10",1.1653
"OR2V2",0
"PLCB1",0.2726
"SKA2",9.1539
"RXFP3",0.0069
"OR10G7",0
"NDN",10.6099
"CCDC172",0
"OR4Q3",0
"NTM",4.1096
"TTC3",19.3281
"KCNB2",0.0278
"PPP1R27",0.06
"BRICD5",0.3339
"GALR2",0.0253
"RESP18",0
"IGIP",1.5748
"TSKU",52.8621
"CMC4",0
"ANXA2",160.8938
"RGS6",0.0447
"HOXB4",2.9791
"SLC35D3",0.0668
"PAQR7",4.8187
"PAPPA",0.2762
"MAFA",0.0369
"NGRN",8.1305
"GRID1",0.4325
"RPS17",1.4236
"HCAR2",0.101
"OR2T29",0
"CCDC87",3.1188
"GSTA5",0.117
"C1orf116",46.124
"MAGEB17",3.0977
"CRIP2",101.2312
"DDX28",5.4183
"KRTAP13-2",0
"ACBD3",17.6885
"C16orf72",4.2446
"PLCXD3",0.045
"VMO1",2.7067
"OR4F15",0
"ALG12",2.6229
"LCK",1.0728
"GALNT9",0.1471
"COL18A1",39.5897
"RBM10",23.6562
"ADGRG3",0.2039
"GLUD2",0.6927
"TMEM95",0
"TCHHL1",0.053
"RPL35A",519.7974
"RGS7",0.108
"SLC25A18",0.5403
"ZNF721",2.2858
"TCEAL7",1.216
"C11orf54",1.4312
"CEP63",2.8378
"WFDC10B",0.4416
"SRPRA",64.8116
"OTOP3",0.0298
"EWSR1",27.5557
"ODF3L1",0.3994
"HMGN4",27.732
"SPATA13",3.7595
"GJC1",1.2628
"SOX1",0.0038
"CNOT10",8.5003
"AC135068.1",0
"MTA1",8.764
"ZNF662",0.2026
"CADM1",12.4022
"ZNF320",2.1985
"C12orf60",0.4041
"PYCR1",25.5942
"NAA38",20.3324
"SPNS2",1.1113
"MCEMP1",0.0639
"AP2A2",8.5065
"SLC8A1",0.2483
"OR1G1",0
"SLC25A21",0.329
"OTOP2",0
"CYLC1",0
"PCP4",18.8887
"ABAT",2.1214
"SLC25A10",13.7792
"CAMK1D",0.9757
"RGPD6",0
"LYSMD4",0.6379
"WBP2NL",0.2279
"IGSF5",1.2729
"NKX2-5",0.0679
"AFMID",4.9484
"GAS6",37.3896
"FREM3",0.1671
"NEB",0.1758
"BEGAIN",0.1788
"GPC6",1.8165
"ARHGEF37",7.9016
"FAM43B",0.2273
"CSMD1",0.027
"CALHM3",0.1895
"PTGDR2",0.1147
"CEP57L1",0.7729
"RIPPLY3",0.5177
"ANKRD20A2P",0
"GPR19",2.8229
"GJD3",0.5575
"RABIF",18.9268
"TMEM119",41.7065
"FANCF",12.0623
"CALN1",0.0035
"SMDT1",27.1922
"GABRR3",0.003
"C2CD4C",0.4208
"CHST6",0.1331
"POTEC",0
"RUVBL2",47.9295
"GDPGP1",1.8177
"CTNNA3",0.0125
"RIMBP3C",0
"PRR36",5.3951
"OR51B4",0.0186
"PTTG1IP",172.1757
"DDX41",20.6518
"ABHD16B",0
"OR52E8",0
"CCDC60",0.1874
"PLGLB1",0.0486
"DAZAP2",79.5609
"CCBE1",0.0747
"SELENOF",106.2566
"OR5P2",0
"FAM9A",0
"MAGEA2B",0
"TMEM121B",0.4458
"ZNF623",8.9133
"OR2T34",0
"OR52L1",0
"EPHA10",0.6954
"SPDYE4",0
"CCDC125",7.0533
"REC114",0.0378
"BOLA2",0
"BCOR",3.2434
"JRKL",3.6554
"CABCOCO1",0.6971
"GBP6",0.8351
"KIAA2026",3.7735
"OVCH2",0
"SYNDIG1L",0.1471
"FHL3",18.1604
"OR56A4",0
"PMCH",0
"TMEM89",0
"C19orf71",1.1867
"CCDC159",4.3128
"RIPK4",1.589
"LRIT3",0.0392
"NPIPA1",0.8286
"SF3A3",30.9093
"TFDP3",1.5201
"TRIM61",0.3172
"GRIN2A",0.027
"URAD",0
"GTF2H2C",0.451
"ASB7",2.974
"SH2D7",0
"TREX2",0.2178
"GPR132",0.6136
"MX2",11.2995
"EP400",2.8163
"MEX3B",1.1533
"TENT5C",1.6699
"COA5",13.2809
"UTP11",19.7385
"PSMG1",36.8771
"PRR14L",4.675
"KLRC4",0
"ACSM5",0.0921
"C10orf120",0.016
"IZUMO1R",0
"SERHL2",0.5054
"PCBP3",0.084
"PGPEP1L",0.0321
"SETD3",12.9724
"TNFAIP8L3",1.1763
"ZNRF3",1.9257
"FBXL7",5.3378
"TANGO2",1.171
"H3C13",0.2224
"SFXN4",14.8185
"GKN2",0.011
"FAM167B",4.0395
"MRPL54",44.7502
"ZNF438",3.8061
"HMCES",36.632
"CCR3",0.0926
"DGCR6",0.4814
"GOLGA8G",0
"PRR32",0.0275
"TP53TG3",0
"RP1L1",0.0058
"KRTAP8-1",0
"HOATZ",0.6839
"ZNF530",0.5786
"NDUFB1",32.9399
"MARCHF11",0.0185
"KLHL25",1.7728
"TAFA1",0.072
"TRMT12",9.3542
"PSG9",0
"GPR1",1.5155
"BMP8A",0.8052
"ALYREF",41.7074
"RFLNB",3.1021
"EFHC2",0.7104
"NOG",0.7726
"MRGPRX2",0.0168
"UPP1",2.1033
"OR4N4",0
"IFNL2",1.3347
"OPCML",0.0321
"TRIM52",0.8188
"LHFPL6",10.7362
"CMTM4",3.9221
"TMEM50A",87.2354
"FIGLA",0
"ASCL2",1.0891
"TBK1",3.4845
"CBX6",4.4161
"MACC1",2.2082
"ACSM2A",0
"TBL3",8.6733
"BPY2",0
"ACP7",0.0228
"KREMEN1",1.9404
"TRAIP",2.5968
"CHEK2",4.8143
"FOXL2",0.1074
"AIFM3",0.6471
"KCTD16",0.0085
"B3GALT5",0.4785
"ZNF703",54.4874
"SLC35F3",1.1552
"KCTD8",0.0064
"TUBA8",0.0334
"NPIPA5",1.2387
"BPY2B",0
"EMILIN3",0.1468
"OLFML1",6.179
"FAM162B",0.9267
"RBM12B",1.8648
"CCR4",0.3621
"LIN9",3.57
"BTBD9",2.9901
"NUDT14",15.5913
"ANKRD45",0.1433
"CFAP91",0.1395
"PNMA3",0.2134
"GPR39",1.2963
"FAM3B",0.109
"ZNF730",0.0107
"KIRREL1",3.5253
"IQGAP3",3.7861
"CNGA2",0.1841
"TOB2",32.2648
"SCN5A",0.0225
"ARSI",1.9488
"UTY",0
"SRARP",0.2117
"AC138969.1",0.0044
"TTC32",2.8152
"LRRC55",0.2186
"DNAH2",0.1796
"SH2D1A",0.1788
"SDR42E2",0.0198
"PRKX",3.8172
"KMT5A",8.1619
"KCNH8",0.0286
"SMTN",7.5209
"NPW",0.1686
"PP2D1",0.0976
"COA3",29.2564
"NPB",0
"ST6GALNAC3",0.1374
"PTP4A2",80.1857
"ACTG1",3003.4058
"TMPRSS2",2.5967
"DENND5A",11.0999
"OR2T10",0.0049
"KRTAP20-2",0
"CTAG1B",0
"DIABLO",0.1074
"VPS33B",0.991
"TBX1",10.8215
"ADAP2",3.065
"UQCR10",51.8613
"FAM120C",2.3575
"TRIML1",0
"EIF3C",1.4639
"CLDN5",1.2018
"NIPSNAP1",19.1544
"OR4F6",0
"CNTN2",0.1158
"SPRR4",0
"LRTOMT",2.9365
"OR10J5",0
"KCNQ3",0.1039
"ADRA2C",0.5506
"NR2C2AP",13.2329
"C1QTNF12",1.5896
"CRELD2",16.2909
"OR1D2",0
"SCFD2",5.5351
"UBE2F",2.7818
"KCNJ12",0.2295
"GPR173",0.3116
"PPP1R2",25.4119
"TSPYL2",3.6793
"GOLGA6L4",0.0115
"PGP",6.7212
"SNRNP35",5.7392
"DGAT2L6",0.0102
"IRAK1",32.0462
"CMSS1",5.9159
"OLIG1",0.1759
"PCDH9",0.0079
"ACOT1",6.6521
"OAF",16.2361
"ALDH1A3",0.9028
"H2AC20",7.1101
"KCNK12",0.062
"H2AC21",0.07
"POU6F1",0.8108
"DEFB108B",0
"TM2D3",4.5919
"TSSC4",13.9942
"TACSTD2",170.9486
"CLECL1",0.1212
"SIX6",0.0067
"PRKD1",1.4054
"CCSER1",0.0896
"ZDHHC23",0.7405
"MROH7",0.0172
"S100A7A",0.5968
"SRPK3",1.1216
"GDF3",0.1266
"IQCF2",0
"SLIT3",3.4496
"EFNA5",3.7349
"MRGPRE",0.9989
"KRTAP19-1",0
"H1-5",0.0873
"SPATA32",0.0451
"PKP3",38.4464
"MAP7D2",0.2828
"CSF1",10.8817
"COLEC10",0.3441
"ACTRT3",2.539
"PLA2G6",1.3228
"MAML2",2.5457
"PABPC1L2B",0
"A3GALT2",0.051
"OR4N5",0
"SS18L1",3.6532
"KCND2",0.6032
"TOP1MT",8.0513
"COPB2",21.8297
"LRRC19",0.0436
"THAP7",14.5435
"KNTC1",1.8993
"CCR10",0.2324
"NCMAP",0.0797
"BPIFC",0
"WDR27",0.3475
"TXNRD2",3.0341
"C1QTNF8",0.0098
"OR56A3",0
"FOXO4",2.4087
"POU3F2",0.0249
"PTP4A3",15.7189
"FOXD4L1",0.0349
"TMEM255B",0.8264
"PROS1",1.7454
"GAST",0
"NUTM1",0.0083
"HDDC3",0.7948
"BEX5",2.1757
"ZFP1",1.8133
"CEND1",0.5874
"C6orf58",0.034
"DHRS7C",0
"DUSP8",4.8238
"SOCS3",7.5493
"SPEM2",0
"SLITRK6",5.5952
"PIWIL3",0
"LPAR5",4.0474
"XPOT",19.4263
"STING1",11.4157
"PDE4B",17.1759
"TAFA3",0.3255
"C14orf180",0
"SNN",13.6964
"KCNH7",0.0104
"NELL2",0.1656
"KRBA2",0.3141
"MED12",6.9717
"ZNF93",7.636
"SEPTIN9",13.2201
"PRSS55",0
"ODF4",0.0386
"FOXD4L4",0.0702
"CDCA2",1.6791
"RALYL",0.0038
"AMER1",0.9431
"ZBTB40",2.7953
"H2BC21",31.8598
"CLDN6",0.07
"OR51M1",0.0042
"SEPTIN5",0.0762
"EIF4ENIF1",6.101
"LRRC26",17.9059
"SERINC4",0
"RNLS",5.8445
"KRTAP6-1",0
"APOBR",1.9274
"FAM110C",3.8834
"DDX53",0
"ATL3",22.5772
"NDUFA12",36.9486
"SMIM10",2.1339
"TCTE3",0.4692
"UBE2G2",11.2256
"SATL1",0.0075
"OSBP2",1.4578
"TRARG1",0.0291
"PRR23B",0
"ZBTB7C",5.4701
"APOO",13.1758
"PRR16",0.9034
"TMED9",80.1796
"DRD1",0.0345
"TMEM186",2.7687
"SDR42E1",1.002
"RBM33",1.9597
"ARMCX2",4.994
"BTBD6",33.8386
"SRY",0
"H1-10",81.8826
"RBM43",7.0278
"SUMO3",88.1119
"IMMP2L",2.26
"TCEAL2",0.0715
"CLCNKB",0.1006
"DMRTC1B",0
"JAG2",6.511
"FMNL1",1.853
"NUTM2A",0.2087
"PTRHD1",7.075
"LCN12",0.3585
"OR6A2",0
"WT1",6.6192
"ZFP90",3.081
"AQP12A",0
"FAM227A",0.5663
"OR6C70",0
"MUC6",39.4891
"NOC4L",16.4843
"USP18",26.5408
"NDUFA6",97.3038
"CHRM5",0.0461
"SORCS2",1.0075
"TMEM121",6.1455
"TMEM106A",1.7694
"SIVA1",13.4906
"BRI3BP",3.2971
"IFNE",0.0118
"SLC22A10",0.0583
"DGAT1",22.5276
"RFX6",0
"ROBO2",3.9769
"AP3M1",13.8225
"F8",1.9188
"NT5C1B",0
"CA13",1.019
"UBOX5",4.2094
"MAFF",1.8532
"BRF1",3.386
"LRRC14B",0.5683
"SEMA4B",39.477
"MROH2A",0
"SPDYE16",0.0144
"CIB1",108.7823
"ANKS1B",0.1856
"NELFA",5.0923
"SLC24A3",21.5691
"SGCZ",0
"EFCAB10",0.3103
"C5orf47",0.0316
"KRT76",0
"FLRT2",0.1983
"INTS5",13.1536
"RPS27L",10.0881
"MANEAL",3.6816
"ADSS1",2.982
"ANO9",1.538
"FAF1",7.1474
"MYADML2",0.0213
"FAM43A",1.94
"NSMCE3",6.5358
"HSF1",25.8905
"C6orf120",9.0429
"PURA",2.2334
"H2BC13",0.1069
"INPP5J",11.4179
"NPY2R",0
"MIXL1",0.0598
"MFSD6L",0.5241
"LRRC37B",1.1184
"DDX51",4.8996
"NOMO2",1.1198
"AQP12B",0
"ZNF479",0
"SIGIRR",65.6483
"NRBP2",3.4713
"PRSS57",0
"IFITM2",241.1692
"TNFAIP2",17.6976
"ZNF445",1.5016
"PGBD2",5.2674
"TCEAL9",27.3683
"MC2R",0
"RAB11B",46.7575
"PRMT3",2.7749
"GP1BA",0.0761
"PRPF39",4.2234
"MAGEA11",0.005
"PPIL6",1.7928
"ZNF74",3.3408
"KIAA0825",0.1605
"UBALD2",21.1609
"TEX33",0
"CDNF",1.3478
"NOTUM",0.2447
"KLHL33",0.0063
"RBM11",0.6115
"GALNT17",0.3197
"ZBTB37",1.625
"NUPR2",35.7579
"IL3RA",3.8844
"IL3RA",0
"SPPL2C",0
"CCDC137",14.535
"SFTPA2",1.6517
"RGPD2",0.0867
"ARL15",4.6307
"C12orf56",0.0583
"SCN10A",0.0026
"CDK10",2.0315
"SOCS1",7.9345
"TCN2",6.4248
"GAS2L1",19.7281
"ATP6V0A2",0.7849
"PRKN",0.1446
"TEDC1",2.2741
"HS6ST3",0.8598
"HGS",7.3406
"TNFAIP8L1",2.7559
"OR2V1",0
"RAD51D",0.8168
"OR7A17",0.0046
"MAPK11",5.3497
"SP140L",2.5667
"MRPL30",6.6484
"TARS3",2.9273
"SMYD3",26.5862
"METTL7A",4.7651
"IFNLR1",0.4681
"SH3BGR",0.314
"FAM174B",23.2361
"FAM47A",0
"ZSWIM9",2.0239
"KPNA7",0.3326
"TMEM179B",38.0944
"GPRIN3",0.3072
"KRT6B",3.2782
"PARPBP",0.37
"STAC3",2.6693
"ROR1",0.3545
"MUC1",428.124
"FAAP100",9.5533
"IRF7",103.0774
"L3MBTL1",0.0335
"BRCC3",7.2555
"SV2B",0.0089
"FAM131C",0.1011
"LMNTD2",1.506
"SPATA45",0.1375
"PDE6G",0.8416
"PRKG1",0.7436
"NR2F2",8.4417
"DLK1",0
"TLCD2",2.0095
"LSAMP",0.5697
"AHNAK2",6.4562
"OLFML2A",8.549
"SP1",19.6964
"MRPL40",37.6611
"DBX2",0.1735
"INKA1",3.1645
"PDIA2",0.1011
"PCGF3",3.6814
"LMLN",3.1928
"P4HB",234.9579
"PSMD13",40.1084
"PBX1",12.533
"NDUFA4L2",9.7785
"SHC4",0.0932
"KRT79",0.9509
"ZFP36L1",90.0815
"UBE2L3",54.2757
"NTF3",0.3748
"BRWD1",4.9606
"SMIM23",0.1128
"PMEL",0.6017
"SYN3",0.058
"POU3F1",0.1407
"SNAI3",0.3298
"ZBTB3",1.7419
"LYG2",0.1442
"MORN5",1.7228
"PRAME",22.2994
"C6orf201",0.0052
"MYBL1",1.1169
"MOSMO",1.0437
"DRG1",54.8067
"ANKFY1",2.2542
"YTHDF3",10.6422
"ZNF696",4.0768
"ADARB2",0.0033
"NRG3",5.3551
"SRL",0.061
"C11orf87",0.003
"IFIT1",333.9778
"CXorf38",5.8258
"CLDN24",0
"KCNQ5",0.0576
"ADAMTSL5",2.8908
"KCNIP4",0
"SPATA31A6",0
"MORF4L1",30.2143
"NLRP9",0
"WDR53",15.4142
"DMWD",5.5785
"SLC52A2",56.5935
"PIGP",9.2939
"IKZF1",0.4633
"PCYT2",8.9167
"NAT8L",0.8384
"OR6C76",0
"NPAP1",0
"BCAP31",121.8383
"ARL17A",0.0027
"GNB1L",0.6046
"DNAH14",1.0481
"CCDC190",0.0121
"EVI2B",3.9147
"TMEM210",0.5309
"NPIPB4",0.3892
"ZNF829",1.1387
"TMPRSS11B",0
"THNSL1",6.0183
"TRIM69",10.6712
"ATP6V0C",0.1228
"IFITM1",1232.7574
"PRSS38",0.0137
"BPY2C",0
"LAMP1",89.3305
"FFAR3",0.0094
"TAS2R60",0
"POMK",2.5209
"C16orf54",0.5144
"KLHDC8B",8.4818
"KLHL34",0.0143
"SETD4",1.7321
"PTCH1",0.3003
"RTN4RL1",4.4745
"OR4C46",0
"CALHM1",0.1516
"KRTAP5-5",0
"NKAIN3",0.0732
"RNPC3",0.9318
"ZNF267",2.1666
"IRS2",1.4263
"C7orf61",0.1628
"FAM186A",0.0817
"SHOX",0.004
"SHOX",0
"LCE3A",0
"BICD2",6.3102
"LCE3E",0
"CCIN",0.5091
"TMLHE",2.5924
"GRK1",0.0143
"DEFB128",0
"SLITRK2",0.0395
"PLK5",0.0219
"RASA3",6.6931
"LRCH3",3.0212
"LEMD1",0
"ATP4B",0.0116
"NDUFA13",0.2376
"ZNF566",1.5534
"ZNF529",1.4651
"ZNF284",0.8782
"HTR3E",0
"DLEU7",0.1877
"KRT73",0
"TAL2",0
"AIDA",9.6309
"CDIN1",0.8377
"CD300LF",0.4425
"ZPBP2",0
"KRT5",22.7439
"NBPF6",0.0067
"GSAP",0.8179
"HTR3D",0.0084
"OR4F5",0
"AGBL4",0.1761
"ARGFX",0
"CYP2R1",3.6092
"LRRC70",0.0884
"ANKRD46",2.5634
"PIP5K1C",15.5773
"OR5D14",0
"CYP4F2",0.0112
"TEX38",0.0356
"OR5D18",0
"ZBTB6",2.2822
"C2orf76",10.876
"TAS2R42",0
"POLR3C",16.947
"PRR30",0
"DEFB131A",0
"UBL4B",0.4506
"WWOX",1.7677
"CYP4Z1",147.3747
"CENATAC",2.1739
"BCL9L",3.2866
"POLR1D",10.2592
"KIF18B",1.3307
"ZNRF1",2.6899
"FFAR4",0.1627
"BPIFB3",0
"BPIFB4",0.0247
"SAPCD2",5.8766
"EDARADD",7.554
"SLC51B",0.5457
"CYP4F12",0.0239
"MTARC1",2.8452
"LCE5A",0
"SOWAHB",0.6314
"BLOC1S4",10.3793
"LCE1E",0
"ZNF749",0.9375
"KLHL32",0.1096
"MRTFB",3.4955
"BTLA",0.1397
"ZNF17",0.9529
"KDM4D",0.8544
"GPAT2",0.0673
"TOR3A",50.6867
"PABPC1L2A",0
"GABRA5",0.0434
"PPP1CC",12.5615
"ZNF555",1.0463
"OR10T2",0
"NAP1L3",1.2669
"PRELID2",0.5791
"BACE1",2.2854
"RGS9BP",0.0851
"TMEM212",0.1599
"SLC36A3",0.014
"SLC36A2",0.0122
"THBS2",19.0456
"RXRA",9.1872
"ANKRD37",0.8181
"NUDT17",1.3432
"MINAR2",0
"ZNF75D",2.192
"CYP4X1",41.3351
"KRT26",0
"KRT10",47.5582
"GOLGA8R",0.0039
"CD300E",0.5883
"CCDC30",0.4277
"NKRF",2.5593
"GLDN",0.1345
"FCAR",0.0105
"KPNA4",8.8043
"TRDN",0.0053
"OR6P1",0
"KRT3",0.2174
"ZNF501",0.5248
"ZNF197",4.776
"SPATA12",0.2064
"TMPRSS12",0.0156
"FAM228A",0.0229
"DEFB132",0.1141
"NAP1L2",1.8866
"RPS23",26.23
"GNG2",1.0604
"BTN3A2",17.3561
"AKAP14",0.7282
"PCLO",0.7062
"KLK12",0.0295
"RGS7BP",0.0038
"INSIG1",9.0942
"MYT1L",0.0015
"C5orf38",9.4754
"ZNF396",0.4547
"TMEM222",15.8964
"OR9Q1",0.014
"CLCNKA",0.1401
"OR9Q2",0
"ARHGAP30",2.3761
"SEPTIN10",7.7881
"FAM86B1",0.0657
"CYP4F8",1.5861
"CYP4F3",0.706
"SMYD4",1.151
"DEFB105A",0
"FOXD2",1.1032
"GPATCH8",3.3608
"CEACAM19",2.0352
"DEFB107A",0
"NF2",9.1387
"SMIM29",36.0716
"DEFB106A",0
"SPATC1",0.1122
"UBE2H",38.3426
"DEFB105B",0
"HPDL",1.0131
"KATNA1",8.9447
"FSD2",0.0319
"ARAP1",4.2299
"KIF24",1.903
"PDE2A",0.4503
"SPDYE17",0
"CARMIL3",0.1646
"PRG2",0.0188
"PRR5",2.8134
"ZFP91",12.6076
"C17orf58",24.8188
"BCDIN3D",2.4477
"MAGEE2",0.0613
"CYP27C1",0.0501
"LYRM7",2.2843
"CFAP73",0.1813
"CCDC73",0.011
"BCR",6.3674
"OR10H1",0.0078
"MPPED1",0.0807
"FSCN2",0.8191
"FOXI2",0.9056
"SPIN4",0.5464
"ZNF732",0.126
"SPIN2B",0.8712
"SPATA31D3",0
"FOXE3",0.1082
"HYAL3",5.2421
"KCNK18",0
"IFNA10",0
"VSIG10L",1.0698
"CXCR3",1.8397
"ZNF397",2.2885
"ZSCAN30",1.089
"TPCN1",2.4225
"LILRB4",2.6187
"TNFRSF4",4.1905
"KRT16",37.7878
"HEXIM1",24.4873
"SELENOV",0.01
"LCE1A",0
"KRT14",6.3692
"TRABD2A",0.0773
"KRTAP17-1",0.087
"PDZD7",0.7164
"POFUT2",4.6629
"QRFPR",0.0492
"MAPT",5.9634
"ERCC6L",1.421
"OR13F1",0
"OR5D3P",0
"TMEM17",1.0194
"TNFRSF18",42.246
"FGF3",0
"C1QL4",0.0923
"RTN4RL2",1.9208
"ZDHHC17",1.3179
"SERPINA11",6.6463
"P2RY4",0
"ZNF395",6.8439
"ZACN",0.0081
"KRTAP22-1",0
"KRTAP19-6",0.0527
"KRTAP6-2",0
"OR13C8",0
"PPARA",0.7077
"TMEM232",0.1504
"KRTAP19-2",0
"KRTAP19-4",0
"KRTAP15-1",0
"KRTAP13-4",0
"FAM183A",6.7242
"EFCAB6",0.5161
"KRTAP19-5",0
"KRTAP23-1",0
"KANK3",0.3483
"EMID1",0.6376
"ACTL7A",0
"KRTAP21-1",0
"RHD",0.1365
"ESPN",6.0178
"PNLIPRP1",0.0035
"PTRH1",0.0214
"KRTAP21-2",0.3358
"SAMD7",0
"GPR141",0.5791
"TMPRSS6",0.8998
"CYP4A11",0.076
"TMEM216",12.7301
"RPS19BP1",21.1843
"TMPRSS11A",0
"TMEM262",0.0207
"C3orf70",1.1294
"TEAD1",5.4667
"OR2AK2",0
"DEFB106B",0
"PLCD1",4.063
"CCK",0.1854
"ENTPD5",2.6766
"MITF",1.1939
"HEATR4",0.2851
"NAP1L1",17.8988
"LILRA5",0.6227
"CMC1",1.6459
"SLIT1",0.0418
"LYPD6",1.9161
"AKR1C1",0.2262
"VSTM2B",0
"FOXD3",0.4683
"SPATA21",0
"RNF220",5.9648
"ANGPTL5",0.0147
"SHTN1",10.4915
"H1-7",0.0134
"LCE4A",0
"LCE2A",0
"KRTAP12-1",0
"LCE2C",0
"AL162231.1",0.057
"ZNF546",0.8263
